Taxonomy	EUB11	EUB12	EUBA1	EUBA10	EUBA11	EUBA12	EUBA2	EUBA3	EUBA4	EUBA5	EUBA6	EUBA7	EUBA8	EUBA9	EUBB1	EUBB10	EUBB11	EUBB2	EUBB3	EUBB4	EUBB5	EUBB7	EUBB8	EUBB9	EUBC1	EUBC10	EUBC11	EUBC12	EUBC2	EUBC3	EUBC4	EUBC5	EUBC6	EUBC8	EUBC9	EUBD1	EUBD10	EUBD11	EUBD12	EUBD2	EUBD3	EUBD4	EUBD5	EUBD6	EUBD7	EUBD8	EUBD9	EUBE1	EUBE2	EUBE3	EUBE4	EUBE5	EUBE6	EUBE7	EUBE8	EUBF1	EUBF11	EUBF12	EUBF2	EUBF3	EUBF4	EUBF5	EUBF6	EUBF7	EUBF8	EUBG1	EUBG11	EUBG12	EUBG2	EUBG3	EUBG4	EUBG5	EUBG6	EUBG7	EUBG8	EUBH1	EUBH2	EUBH3	EUBH4	EUBH5	EUBH6	EUBH7	EUBH8	EUBH9
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NA;s__	0	0	0	0	0	0	0	242	347	2506	1146	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	382	55	0	0	0	34	0	0	0	0	27	357	923	577	0	0	0	0	0	0	18	25	42	861	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium;s__	0	0	0	237	20	30	0	0	0	0	0	0	243	43	0	0	34	0	0	0	0	659	1379	105	0	0	0	37	0	0	0	0	0	332	0	0	0	0	28	0	0	0	0	0	12	8	0	0	0	0	0	0	30	141	199	0	0	49	0	0	33	0	0	185	215	0	0	22	0	0	0	0	0	0	0	0	17	0	0	0	0	26	44	22
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;s__	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	68	0	0	0	0	0	127	0	9	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	82	103	0	0	0	0	0	0	106	0	0	105	0	0	0	0	0	0	573	0	0	0	64	0	284	82	76	170	255	195	0	0	331	404	203	242	139
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0	0	0	0	0	0	0	0	0	824	828	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__NA;s__	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	20	16	0	0	0	0	0	0	0	0	156	104	61	0	0	0	0	0	226	0	26	85	22	0	0	0	0	0	8	0	25	31	11	55	43	37	60	73	133	0	26	0	72	473	584	920	716
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__NA;s__	88	0	0	0	38	103	0	0	0	0	0	0	0	0	0	0	558	0	0	0	1831	0	0	0	0	0	484	29	0	0	0	0	0	0	0	0	0	267	47	0	16	55	0	0	0	0	0	0	0	14	0	0	0	0	0	11	77	16	0	12	0	0	0	0	0	0	87	24	0	0	0	0	0	0	0	14	0	141	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Candidatus Competibacter;s__	0	0	0	0	0	0	0	81	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	129	113	0	0	0	0	0	57	0	0	48	220	0	0	0	0	0	115	0	0	108	75	14	0	396	369	353	88	362	135	49	0	402	200	305	144
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__	0	0	0	0	0	0	0	0	0	0	0	0	548	64	0	0	0	0	0	0	0	329	1151	84	0	0	0	0	0	0	0	0	0	308	59	0	0	0	0	0	0	0	0	0	333	396	58	0	0	0	17	37	32	92	102	0	0	0	0	0	29	18	72	99	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Rubinisphaera;s__	0	0	370	0	0	0	292	151	192	716	198	27	154	41	0	59	0	0	0	0	0	15	109	41	0	39	0	0	0	0	0	0	0	80	8	0	12	0	0	0	0	0	0	0	19	26	65	0	0	0	0	8	360	9	0	0	0	0	0	0	161	0	754	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__NA;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	18	593	74	68	0	0	0	42	0	0	0	190	143	98	8	10	0	0	114	0	0	0	149	31	96	967	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__NA;s__	208	0	0	0	131	21	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	22	47	89	0	0	0	0	0	41	460	30	48	105	0	0	0	0	0	0	395	0	0	0	22	242	97	333	290	0	0	59	27	353	60	0	59	60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__	0	0	0	318	0	0	0	0	0	0	0	0	362	120	0	421	0	0	0	0	0	90	261	132	0	48	0	0	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	17	32	0	0	0	0	196	190	149	122	191	0	0	0	0	0	233	74	99	32	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__	0	74	0	0	0	10	0	0	0	0	0	0	0	0	204	0	0	46	0	16	0	0	0	0	0	0	0	235	0	0	24	120	171	0	0	0	0	0	369	34	46	182	99	0	0	0	0	102	75	67	0	0	0	0	0	15	0	114	22	0	0	0	0	0	0	536	0	40	50	36	0	0	0	0	0	39	727	47	0	0	32	29	38	41
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__	0	21	0	0	0	2735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	0	255	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	54	168	32	0	0	0	0	0	0	0	98	0	36	0	0	0	0	0	0	0	183	50	0	120	0	671	337	295	0	0	0	334	0	385	89	120	120
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;s__	250	192	0	0	278	344	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0	0	309	325	0	0	0	0	0	0	0	0	0	168	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	168	0	0	0	0	0	0	0	0	116	152	0	0	0	0	61	0	0	0	0	0	0	71	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__NA;s__	100	85	0	0	65	153	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	242	122	0	0	0	0	0	0	0	0	0	197	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	141	0	0	0	0	0	0	0	0	0	137	0	0	63	42	158	259	240	0	0	0	111	94	146	106	138	93
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__NA;s__	0	0	0	20	0	0	0	0	0	0	0	0	341	158	0	151	0	0	0	0	0	130	332	85	0	371	0	0	0	0	0	0	0	814	124	0	173	0	0	0	0	0	0	0	123	157	473	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__	0	0	0	0	0	0	0	0	0	0	0	0	176	876	0	17	0	0	0	0	0	65	173	123	0	86	0	0	0	0	0	0	0	532	0	0	67	0	0	0	0	0	0	0	25	41	0	0	0	0	148	568	30	0	0	0	0	0	0	0	183	233	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2049	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Phreatobacter;s__	0	0	305	0	0	0	1439	157	259	540	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2586	478	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Candidatus Accumulibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	144	213	0	0	0	0	0	178	0	0	247	620	0	0	0	0	0	107	0	0	682	95	0	0	0	0	0	428	135	193	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__NA;s__	0	0	0	0	0	30	0	0	0	0	0	0	0	0	1235	0	110	108	0	0	48	0	0	0	0	0	49	104	39	0	0	0	59	0	0	0	0	45	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	63	0	0	0	0	0	0	0	0	12	33	0	0	0	35	48	147	165	0	0	34	0	110	210	60	94	45
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__alphaI cluster;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	154	46	0	0	0	0	0	244	0	0	167	136	0	0	0	0	0	140	0	0	288	113	0	0	34	326	307	372	415	49	0	0	0	28	49	43
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Thiobacillus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	0	0	798	20	0	531	0	0	0	144	0	0	0	514	94	125	56	0	0	0	0	0	0	0	51	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__NA;s__	0	0	419	0	0	0	495	348	702	496	266	48	0	0	24	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	23	14	12	0	0	0	0	24	39	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	34	16	0	0	0	0	0	0	0	14	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__	42	97	0	0	68	225	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	185	544	0	0	0	0	0	0	0	0	0	94	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	105	0	0	0	0	55	54	50	0	0	0	38	104	36	22	31	23
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	86	0	0	0	0	0	52	182	0	0	33	0	0	0	0	0	0	0	118	0	0	1470	0	0	0	0	0	0	0	355	460	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	320	124	0	228	0	0	0	29	0	0	0	39	104	202	78	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	35	992	0	0	0	0	0	0	74	48	0	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Blastocatella;s__	0	0	0	0	0	0	0	0	0	0	0	0	381	574	0	0	0	0	0	0	0	295	944	182	0	0	0	0	0	0	0	0	0	276	20	0	0	0	0	0	0	0	0	0	66	70	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27 clade;s__	0	256	0	1203	0	0	0	0	0	0	0	0	0	40	0	291	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae R-7 group;s__	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	100	15	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__	51	0	0	0	221	25	0	0	0	0	0	0	0	0	57	0	290	31	0	74	231	0	0	0	52	0	149	56	101	27	53	167	131	0	0	84	0	128	17	35	23	35	92	147	0	0	0	0	46	0	0	0	0	0	0	26	27	0	55	7	0	0	0	0	0	0	41	7	29	0	24	7	21	0	0	52	50	6	19	13	82	31	37	39
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Alicycliphilus;s__	15	0	17	158	39	0	0	0	0	0	0	0	0	0	21	116	38	0	299	71	0	0	0	11	23	10	27	0	22	0	0	0	0	0	0	978	0	11	0	286	36	33	489	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	1726	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	389	258	65	0	0	173	0	0	0	153	570	678	285	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	222	107	0	0	0	0	0	143	0	0	218	79	0	0	0	0	0	79	0	0	146	0	0	66	121	230	204	169	0	90	0	51	247	127	213	155
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	0	0	156	0	0	0	87	133	307	502	1482	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0	0	0	0	0	0	874	0	0	1562	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Candidatus Accumulibacter;s__	105	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	491	0	0	0	0	0	0	0	0	170	362	0	0	97	421	0	0	0	0	0	0	112	396	0	24	61	28
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Rurimicrobium;s__	0	0	97	167	0	0	441	42	496	0	0	0	0	60	0	204	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	59	63	274	292	0	0	0	0	0	300	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__NA;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	97	115	0	0	0	0	0	520	0	0	703	101	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	568	0	313	0	0	0	0	0	0
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	16	0	0	0	0	0	0	0	0	903	0	0	368	0	0	0	0	0	0	0	88	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9 marine group;g__NA;s__	0	14	0	98	0	0	0	0	0	0	0	0	0	126	0	64	0	0	0	0	0	0	0	40	0	127	0	0	0	0	0	0	0	21	0	0	84	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1047	9	13	0	0	27	0	0	42	0	928	0	4	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	0	0	0	0	16	0	0	0	0	0	0	0	0	0	461	39	13	43	29	136	21	0	0	37	281	0	0	0	59	0	39	0	162	0	0	0	0	0	0	57	188	499	52	0	0	0	0	16	20	0	0	0	0	32	32	30	0	0	0	0	0	0	0	42	34	0	0	0	0	0	10	0	6	20	0	74	0	0	20	0	0	38	54	48
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Hassallia;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	894	84	21	0	0	0	0	0	0	0	0	0	67	460	405	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__CL500-3;s__	0	0	0	0	0	0	0	0	0	780	1703	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;s__	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	56	0	17	26	0	0	0	0	0	0	1663	0	0	0	0	0	0	0	67	61	0	0	17	0	0	43	23	40	15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__NA;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	687	67	70	0	0	0	0	122	180	265	366	491
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14;s__	84	70	0	0	165	504	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	189	261	0	0	0	0	0	0	0	0	0	65	434	30	22	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	38	0	0	0	0	0	0	0	21	21	13	125	113	0	0	0	0	0	30	36	0	0	0	0	0	0	0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__	119	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	115	0	0	0	0	0	78	51	92	0	0	208	116	0	0	93	0	26	30	74	0	0	74	0	0	0	0	61	0	29	0	0	0	0	0	0	236	147	74	0	0	0	0	0	0	0	136	80	30	27	0	84	0	0	0	0	47	0	30	0	0	99	57	82
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__NA;s__	0	0	24	0	0	0	16	34	108	83	16	20	441	33	0	0	0	0	0	0	0	67	197	76	0	66	0	0	0	0	0	0	0	543	0	0	56	0	10	0	0	0	0	0	188	275	7	0	0	0	0	0	0	44	34	0	0	13	0	0	0	0	0	17	30	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB13;s__	63	52	15	0	0	0	0	0	76	0	0	0	0	0	18	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	0	0	49	0	0	0	0	57	29	0	0	0	0	0	0	0	0	88	121	177	0	0	0	0	0	72	80	109	67	345	0	0	0	0	0	0	72	92	209	79	0	59	0	18	0	59	11	196	63	62	66	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Cavicella;s__	34	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	616	0	54	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	24	19	9	0	0	0	0	18	43	58	0	0	0	0	0	45	33	128	122	43	0	0	0	0	0	0	55	49	80	54	0	0	27	76	68	21	0	8	148	135	77	34	62	79
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	50	0	19	0	26	0	68	0	0	0	105	142	10	0	0	0	0	0	136	0	0	118	7	0	0	0	0	0	111	0	0	55	0	19	54	47	138	132	214	51	27	19	55	139	208	243	120
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	75	85	0	0	0	0	0	0	0	0	28	186	0	15	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	451	420	0	46	46	0	0	0	0	0	500	148	141	65	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
