functionality	function_total	domain	phylum	class	order	family	genus	species	count	order_total
fermentation	275	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes		2	53
fermentation	275	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus		1	53
fermentation	275	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia		1	53
fermentation	275	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia		1	53
fermentation	275	Bacteria	Firmicutes	Clostridia	Oscillospirales		NA		9	66
fermentation	275	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum		1	66
fermentation	275	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		6	66
fermentation	275	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus		13	66
fermentation	275	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum		4	66
fermentation	275	Bacteria	Firmicutes	Clostridia		Acidaminobacteraceae	Acidaminobacter		1	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Anaerovoracaceae	Anaerovorax		1	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Paeniclostridium		2	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Paraclostridium		2	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Peptostreptococcus		2	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Proteocatella		6	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Romboutsia		18	78
fermentation	275	Bacteria	Firmicutes	Clostridia		Sedimentibacteraceae	Sedimentibacter		2	78
fermentation	275	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia		3	10
fermentation	275	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella		2	10
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia		22	1867
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax		39	1867
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio		9	1867
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Tolumonas		3	49
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter		3	49
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio		1	49
fermentation	275	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter		6	209
fermentation	275	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae			2	4
fermentation	275	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia		1	271
fermentation	275	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium		3	271
aerobic_chemoheterotrophy	1409	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter		17	34
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia		1	37
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		15	37
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella		1	4
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya		1	4
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter		2	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera		17	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Chryseoglobus		2	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Diaminobutyricimonas		8	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea		10	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Gulosibacter		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Huakuichenia		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter		23	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas		2	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA		5	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Parafrigoribacterium		2	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter		2	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Schumannella		1	160
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium		2	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		1	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		12	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Brooklawnia		3	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Luteococcus		10	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus		1	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Micropruina		4	99
aerobic_chemoheterotrophy	1409	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicicella		2	99
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter		46	145
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter		13	145
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella		9	145
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus		1	48
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Indibacter		1	48
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum		3	48
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Mongoliibacter		2	48
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA		3	48
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga		8	48
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix		7	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha		2	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		169	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Subsaxibacter		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium		19	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella		1	430
aerobic_chemoheterotrophy	1409	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		20	40
aerobic_chemoheterotrophy	1409	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		3	6
aerobic_chemoheterotrophy	1409	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaera		1	2
aerobic_chemoheterotrophy	1409	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula		3	16
aerobic_chemoheterotrophy	1409	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula		5	16
aerobic_chemoheterotrophy	1409	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria		1	5
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter		1	104
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus		1	104
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas		16	104
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales		Stella		8	16
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter		8	26
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas		5	26
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		5	10
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea		8	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia		48	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium		22	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium		20	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys		2	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium		18	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes		2	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas		2	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter		2	403
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus		8	401
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter		9	401
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		20	401
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter		9	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			3	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA		29	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		31	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter		1	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania		1	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis		3	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter		3	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus		2	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		8	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		6	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis		12	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus		7	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella		4	244
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax		41	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas		20	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga		64	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix		28	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax		39	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax		21	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus		6	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Vitreoscilla		4	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azospira		4	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas		36	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechlorosoma		1	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera		44	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea		47	1867
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter		3	49
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella		2	49
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		12	36
aerobic_chemoheterotrophy	1409	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		38	209
